0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.7448069,3.8114004,-0.107969366,3.1591284,7.430335,3.539846,3.3554978,-0.2718539,2.1397226,2.7148,5.8590326,6.0550456,3.440208,4.104037,0.5771372,2.65237,3.3963647,1.6042508,1.5803938,1.669454,1.9341569,2.4136336,2.5421782,-0.12510698,6.764451,0.5753443,1.3698303,2.0127025,1.9816613,-1.1917415,1.9843113,2.029592,0.50054663,0.98853135,3.2297702,5.4365535,1.9573293,5.8196034,2.7521343,4.0920806,1.7954259,3.5409963,2.420588,5.9000154,0.471744,0.35501626,2.767097,1.9707992,1.0316751,1.9236951
4.086237,4.440082,1.3313925,3.5586839,6.5126376,1.2233961,4.22744,1.454791,3.6796875,1.2633221,6.1139483,5.2394447,-2.1665146,2.270878,0.33101392,4.0080886,2.0876307,3.049725,2.1928117,1.5137963,3.5491648,2.440622,5.906038,1.6749487,5.5344496,0.15234457,2.2893825,0.8034499,-1.4255201,-0.06438812,1.5403633,1.5401877,0.9813996,0.1169132,4.298145,4.5568786,2.4097338,4.4933333,1.8095345,1.4870133,2.4124947,2.6443245,-0.17452969,5.1004934,1.7850941,-0.010364012,4.1539235,1.5952876,0.60936826,0.17995265
1.4991102,2.0853748,2.282617,4.321187,4.619003,4.300268,1.4565021,4.01059,2.8866901,3.0573068,4.9055667,5.269561,3.3974497,7.624933,0.9586186,5.203656,3.2120266,2.6891983,0.9087431,2.6755016,2.0932121,-0.69714564,1.702202,1.4594365,2.4704068,0.93464553,0.99618304,1.4166765,2.3875253,1.0318897,1.31237,2.047818,3.9574823,1.5402595,5.0666785,8.409596,1.4302406,6.7678633,-0.80443364,2.5069213,3.2427924,2.822698,-1.9145067,4.403417,0.71528894,2.9264956,4.88309,1.3171666,0.027489336,4.2614355
4.0240564,0.7294938,3.15918,3.58157,7.0814257,2.4706652,1.8435374,2.055855,1.8488351,2.6828148,2.8601997,2.977218,1.6932925,6.294952,0.99284565,3.4795613,3.406441,2.5727475,1.2070287,2.4748042,2.7904432,-0.8158819,3.7423882,1.7019376,4.182876,1.9864539,0.60383767,1.6991615,1.4151249,2.5112216,0.45825946,0.2499417,3.687806,0.94827634,3.4187877,6.807111,-0.1329805,5.877377,-0.020065874,4.150736,2.9556742,2.7032714,-1.835112,5.385233,1.044685,2.609283,3.9794514,0.65557057,-0.17450081,3.0292428
1.4762621,0.36577293,1.4341918,2.1304038,6.315825,1.5084783,1.951688,0.0070114345,0.13696912,0.9175172,0.69309705,-0.48319682,-4.3846636,2.6725404,0.24324663,2.0392606,1.0109078,0.7837182,0.14423482,3.0089922,1.1629443,-0.020233955,1.2172898,0.3991743,2.5509133,0.77069235,-1.913902,0.40220958,-1.4283307,0.79045665,0.16772877,-1.7453444,-0.7095272,0.1523068,-4.297045,3.590571,-0.861454,3.042275,-0.85022444,0.1344988,1.367625,0.75907505,0.15032798,3.0550334,0.43916947,0.45352972,-0.010815852,-1.033618,0.30754957,1.927803
1.0230904,1.4141996,-0.39254457,3.8211093,6.7916145,1.5171647,2.0490565,1.6016321,2.095942,0.8091792,2.1259284,2.201763,0.5455099,3.1035354,0.87536144,2.2084637,1.37752,2.3930414,1.4407464,2.0197291,2.4506874,2.9348366,3.3004985,0.03824484,1.7317499,0.72925144,0.87633616,-1.0679073,1.4686741,0.09563112,2.8174098,2.069555,-2.494463,-0.5594391,-4.251591,4.421844,1.8459216,0.73173904,2.0177813,1.6688693,1.196465,1.174493,0.89577127,3.262235,0.86717105,-0.3884399,2.4564896,2.0782533,1.2927549,0.81370574
-0.85688335,1.38674,-2.2318609,5.7748237,3.2304335,3.014591,-1.2200384,0.047150128,1.670545,0.19422738,4.1356306,1.9073577,5.6112843,4.2063947,1.2681917,3.0000432,2.1095,1.9570888,1.1104106,-0.6888591,0.95459276,1.5161383,1.856906,-0.7678601,-3.2462578,-0.8471977,0.9280326,-2.568766,3.1895006,-1.7349381,1.5648797,1.5595862,-5.256777,-2.3174145,-3.74211,4.912344,1.4315847,2.4819455,0.5293801,0.23195913,1.0254203,1.8341874,0.804085,2.280168,0.3665963,0.041277755,1.7376338,2.3365836,-0.15909082,1.4064828
-4.008863,0.41911906,-2.1672585,4.953716,1.5895448,2.3930852,-3.1585908,-3.915578,-0.69062763,0.09495093,1.2718471,1.7464463,2.4200158,4.2227874,-0.11626855,1.6026788,0.2693643,-0.42744997,-1.2236612,-0.85951304,1.7515858,-3.1720781,-2.042685,-0.7897923,-0.7689157,-0.074430816,-0.52263737,1.5725546,1.0336865,0.21988599,-1.6845833,-0.57337964,-5.857399,-0.35833177,-4.3466835,2.832201,-1.4118841,-0.84878504,-0.24519955,-0.84523284,-0.5148019,-0.5709124,0.40270168,1.4430625,-0.6811769,1.0235902,-0.1905549,-0.20641895,-0.5685391,1.4005806
-7.6274123,-2.0927384,-0.55544573,0.40024266,1.2810394,3.1701756,-3.0521855,-0.82824355,-3.1716237,-0.3274773,-1.3949599,-1.1257683,-3.0075886,7.0241804,-0.045677096,-2.0405164,-2.0070615,-2.086219,-3.407596,0.7949495,0.7692283,-4.5677276,-6.391138,0.022717465,-0.43363017,-0.69938576,-1.0683692,1.0836514,-0.42100203,-1.5453798,-3.8374863,-0.6236573,-5.8754954,1.8037103,-7.0537677,2.5935268,-2.6921117,-0.83289415,-2.278393,0.37101212,-0.9684474,-2.6814713,0.26837048,0.98577625,-1.7918413,-0.107031934,-0.97356737,-2.7913628,-0.4849404,3.4431992
-1.7782489,0.40670153,-0.090074845,-0.30864355,1.1954887,1.2650164,-1.8593665,1.8058344,-1.1688215,0.6023365,-0.5843774,-2.1052864,-2.0951986,4.1665998,-0.30747077,0.3545195,-0.057937894,-0.6841672,0.5211495,-0.5199675,0.8332477,-2.379489,-1.3466564,0.16232963,0.5207998,-0.5054563,-1.5567852,0.5491788,0.63345003,-1.948828,-2.25546,-0.96851134,-4.038334,1.0147334,-6.547052,2.9762611,-1.7466686,-0.19062506,-2.1586497,0.024246762,-0.31003982,-0.8556241,-0.22212434,2.3805163,-0.7618233,0.37387326,-2.896413,-0.67717254,-0.95011973,1.9130455
