0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-1.358489,-1.3407389,-0.75782347,-1.040143,-1.3827624,-0.8669941,-1.9593469,-2.2909148,-1.2696404,-2.604308,-3.773926,-1.8091363,-2.2958763,-0.24445811,-0.894393,-2.3835917,0.25211823,-2.8792665,-0.70925194,-1.1497213,-0.1596519,-5.4882298,0.29893938,-0.009645858,-1.2608169,-0.9587092,0.16340384,-0.9234362,-0.5799029,-3.5207887,-3.456331,-0.61562,1.264406,-0.83766866,-2.2561164,1.4621838,-4.1078916,-1.0380895,-1.0755981,-2.5245066,-1.5623134,-3.1082044,-1.5136477,0.6779377,-2.428559,-1.102295,-1.702123,-2.516242,-2.5425057,0.6281387
-1.3348484,-0.8023107,0.14847912,-3.5204618,1.293475,-0.5836546,-1.8388103,-1.5673461,-1.4053274,-2.3185272,-3.6794517,-0.16774897,-0.8452812,1.5165703,-0.6921694,-2.0026972,-0.1447589,-1.8163148,-0.1186684,-1.2807637,0.7393865,-5.8355,-2.876499,0.50674605,-2.229907,-1.4666027,0.009274642,0.66715807,-1.1085223,-4.4091415,-2.7170455,-0.768677,1.239918,-0.61310846,-2.1737874,1.8441167,-3.7030132,1.8747091,-2.2542405,-1.6306404,-1.1811,-3.4793344,-2.197167,1.4789245,-2.8852692,1.3746403,-0.61531574,-1.6397837,-1.2935245,1.8936328
-0.35301384,1.6075642,1.7022946,-2.1121838,1.8000991,0.68138826,0.10644927,0.8178954,-0.7406886,-0.75640833,-0.8060312,0.6378541,1.1201584,3.761834,-0.6486465,-0.16261709,1.431414,0.8693218,0.65639347,2.1779013,1.7226851,-5.782345,-0.67920566,0.62657475,-1.1635302,-0.4696966,1.1202934,1.0457807,1.4418921,-1.8045168,-3.3410313,-0.8153628,2.055381,1.145517,-2.1344602,5.480719,-3.6815417,1.6131436,-0.5352565,-1.2417427,-0.43845364,-3.113871,-0.6558757,2.131284,-1.8026989,1.0312146,0.13552798,-1.5366174,-1.4600443,1.7525445
0.7249934,2.2218614,3.0621712,-2.0138936,3.3522727,2.3892863,0.28435108,1.0934932,-0.8648271,-0.15312754,-1.0955592,0.72766554,2.515008,6.263203,-0.39731443,0.36855143,1.6831092,2.265183,-0.21568464,2.4046404,1.9296478,-6.0888247,-1.5009596,2.6989176,-0.50036055,-0.36828056,-0.30669323,2.2653651,0.9092669,-1.3679147,-2.932999,0.16267514,3.2806666,3.0459332,-2.233292,5.282695,-3.594214,3.1641386,-0.6525395,-2.0632358,0.5104549,-1.997753,-0.0210065,2.3929088,-1.1532145,1.7348069,0.30471742,-1.0125498,-0.776827,3.8926573
1.8137444,1.9294338,2.2998714,-0.5801034,2.7406268,0.91542697,0.6830211,2.3699636,-0.02009173,0.050183322,-0.52271366,0.9098445,4.36028,5.8229594,-0.19213335,0.2708806,1.8191097,2.884087,2.1882286,1.8157663,1.9394963,-5.3898244,0.46546105,1.8432657,-0.1379622,0.8145712,0.81251884,1.2315048,2.4271188,1.5467609,-2.5429573,-1.1213992,2.38423,2.706122,1.3867519,6.7632427,-3.31142,3.7976205,-0.37787384,-0.70846575,0.6123366,-2.4333274,0.47207093,0.9339276,-0.5918581,0.7436962,-0.6202692,-0.86002254,-0.42436203,2.09322
2.9032006,2.5497007,3.6248088,-1.220309,4.89024,2.561439,0.06458044,2.2967615,0.40204683,0.8254955,0.60386544,2.0004303,3.2953804,6.322815,1.0974404,-0.41360298,1.5498245,3.9637835,3.9257245,2.167596,2.1282887,-5.239918,2.237652,3.0525868,0.35827783,1.6995337,-1.4240537,2.1607327,2.008213,7.0081353,-1.7339846,1.210506,4.5201955,2.7262013,2.8369462,5.9489303,-3.6481671,6.385443,-0.19562885,0.37638435,0.92655665,-1.4400026,-0.4073162,2.48585,0.92448545,3.7643478,2.3590212,0.8329716,-0.28079236,4.1017065
5.5302076,0.47306848,3.8843915,-1.125969,4.777133,2.1452081,0.5873793,0.4587061,0.93792766,0.26460218,0.2101178,2.007685,1.4308854,6.4609733,0.74836963,0.22887617,0.04962025,1.971263,0.18081443,2.6814382,3.156048,-3.1613023,1.9851968,3.07557,-0.40340286,2.592303,-0.22512913,0.42891806,2.01637,6.186876,-1.2758161,1.4382762,4.3714647,3.0963948,2.848074,6.294121,-1.9254895,5.0575047,0.6814399,1.2277371,0.8437643,0.68194205,0.47932646,3.8488111,1.807836,2.1661313,3.395692,1.5440083,-0.14079204,2.970401
2.653027,-0.44092068,4.8979154,-2.1327481,7.1910024,2.0554528,0.91056126,-1.8333089,0.16020578,-1.5102166,-2.0449839,2.924328,-1.0926896,6.038134,1.3835961,-1.1193929,-1.8302443,0.20182128,-3.0210896,2.477241,3.130285,-1.308787,-1.0134352,3.4451814,-0.948708,2.059322,-1.8662598,1.4555819,-0.3700503,5.1417985,-1.3391858,1.8624564,3.7935371,3.4524815,1.3107421,4.19794,-1.9145452,3.5153787,0.55807513,-0.10078525,-0.020157378,1.2568274,1.3673018,5.6444902,2.7922595,3.7726185,4.048442,1.039006,0.67418766,3.8599935
2.206645,-1.0586828,3.714974,-1.1223701,7.737309,1.0812076,0.61615795,-0.2509042,0.65240926,-2.5997133,0.06320124,3.240066,1.3729713,7.19134,1.0595288,-1.5481256,-0.30945528,1.4148791,-0.72815543,0.8379444,4.7311497,0.39264375,-0.32452384,2.9125311,-1.3606341,2.1507967,0.10681732,-1.8649472,-0.07929318,3.068694,-2.3410368,2.552297,2.4222999,1.3332326,2.182597,4.482044,-1.3795873,3.3568432,0.88978195,0.0030623924,0.8625708,2.2257795,1.6200246,6.6806755,3.0843287,0.6641675,3.8976724,-0.23531355,-0.7539896,2.3089688
-2.0912254,-2.7462437,-0.2847468,-2.7073307,7.7631726,-1.4836198,-3.1533794,-5.0789495,-1.1776278,-3.8224857,-0.94790447,1.2021723,1.3535216,5.034321,-0.50025433,-3.7240624,-2.1336396,-1.0085477,-1.9590833,-3.866683,4.2996197,-1.9884456,-3.0338898,-0.040221002,-4.368135,0.6288973,0.045485,-3.8391836,-1.8805566,-2.8733974,-2.434515,-0.8528194,0.3518619,-1.9920698,-0.3534233,0.9587748,-3.2474797,1.4323883,-2.2865613,-2.8015306,-1.2586472,1.6683284,-1.5241858,4.828872,-0.28791803,-0.39167207,-0.06965786,-0.35755575,-2.6288936,0.7881318
