0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.7438439,3.2652936,-0.48876944,1.1891063,3.5229821,4.6710815,2.2783513,2.3445113,1.5743154,0.34712544,0.24008518,6.149371,2.784499,4.0338755,0.6949833,1.43171,0.38074607,1.173421,-0.9510228,2.1890254,3.011696,0.56998265,1.3363299,1.0139977,3.4203303,-0.9265627,0.27141306,3.4461377,1.3292115,0.51877457,-0.22845092,2.3350077,0.36162272,0.09093086,1.5441862,2.145239,0.676377,1.533226,1.9376677,3.565232,1.3459872,1.250002,0.37001023,4.899822,-1.0853069,0.9473359,3.5120654,1.1936822,0.44764525,3.5613568
-1.1887835,4.6638155,-0.117881805,0.583951,7.092921,5.27261,1.4912835,1.6027437,1.7136166,-0.10585187,3.082957,8.632529,5.8547316,6.844249,1.1868201,1.1448727,1.3274063,0.7749299,-1.1585463,3.486094,5.736811,0.42485604,0.039514825,1.3382714,3.175714,-0.844025,1.7539443,2.2528603,3.16548,0.22579719,-0.19049859,2.6651568,-0.06950544,0.0007751442,3.4714978,5.7760196,1.2166333,1.2554619,3.3475144,2.4451663,1.1541193,2.9480124,0.6964033,6.1590915,-2.688435,1.6078317,4.9091396,2.03415,0.28693452,3.892786
-1.7587469,2.1812475,-1.8228626,0.42944196,7.3827524,3.0011837,-1.6694136,0.960514,-0.13860439,-0.6628557,3.067467,8.269497,0.5419402,5.2430716,-0.058104765,-0.07175266,-0.058030065,-1.069584,-2.4418104,1.4935192,4.2952886,-2.0891275,-2.4192817,0.5549785,0.8721958,-1.9610668,1.7378709,0.582837,0.65716016,-1.0395702,-0.054693833,1.6066805,-0.79241616,-1.1755751,1.0071744,3.9500375,0.25803965,-1.7381145,0.77809876,0.86578894,0.21847501,2.0241425,-0.96054655,4.7812915,-3.2429278,-0.5865152,4.831055,1.1731539,0.2355569,1.5904741
-1.3285657,-0.2472481,0.37779763,2.4684494,8.912581,2.2205384,-1.0196104,1.5117394,0.438135,-0.64614344,5.958091,6.3876696,0.59203964,5.5652356,0.1157841,0.84392947,-0.17112541,-0.4934778,-2.8788056,2.7519956,4.9216504,-0.6949089,-1.691017,0.88108844,0.7566695,-0.14469665,1.961108,-0.8663967,1.1522948,-1.3430276,0.63991296,2.2572632,3.8398845,-0.2916957,0.45367566,5.396863,0.93769115,-1.7171015,0.49570873,1.3860496,1.6978993,3.1931474,0.6638513,6.150137,-1.1028012,-0.42479366,4.721374,3.3829067,1.414857,0.8305183
1.1269509,-1.7191906,1.8903921,1.9600545,7.769056,1.1489865,0.3341094,1.0709438,1.1571609,0.1698364,2.5276666,3.801413,1.412401,4.4806356,0.6188451,1.021313,0.9001385,-0.16269258,-1.599164,3.7339094,2.8063996,-0.21432006,-0.08096865,1.5137231,-0.60252583,1.2962463,1.6530491,-1.0078013,1.0524263,-0.27235803,0.47662422,1.6507012,4.874887,1.3744748,2.1719332,4.610943,1.6155323,1.5403345,-2.1481862,1.5032783,2.0235505,2.4095144,0.33656165,4.3880787,0.7499597,1.3962419,4.552553,3.2289326,0.3041806,1.101412
-1.2148423,-1.7261473,1.8993796,1.9546324,6.70009,0.8065478,-1.1914907,-0.13961779,0.77813226,-1.0104878,0.29650623,0.7775762,2.4174786,3.8116841,0.13731585,0.2155138,-0.952865,-1.1457329,-1.9944911,2.237308,2.19731,-1.6055814,-3.906871,-0.43662763,-1.5311245,-0.20059025,0.7487786,-3.419061,2.3152745,-1.3974992,-1.3313454,0.90393656,1.8437839,-0.33335206,0.19652066,3.1529574,0.8975932,1.0624223,-3.5759594,1.5099789,0.10731314,0.5738462,-1.7768325,2.945678,-1.7643049,0.61853826,3.4572432,2.1495938,-1.7237462,2.2403293
1.4140155,-0.3249595,1.3143841,1.0492672,5.680464,0.029455531,-3.0299733,0.017403733,-0.09354391,-1.646554,-0.5468648,-0.6638883,1.0844452,5.220623,-0.35868704,-0.90340334,0.3426762,-1.206596,0.43359768,1.2428606,1.8310252,-3.2036412,-1.4852232,-2.1693199,-1.6318277,-1.1217186,-0.6667258,-3.700291,0.9112437,-0.1441509,-1.8721505,-0.17212738,1.7375792,-2.030721,0.32005623,4.2361255,-1.3460393,2.2012703,-2.7399585,0.6534417,-1.7836148,-0.49857524,-4.68061,0.9953746,-3.287401,-0.08821584,2.1967556,0.2183761,-3.6907926,2.6387856
0.7507586,0.9664868,1.7041994,1.961931,6.4038615,0.3355441,-4.4867415,-1.1844636,-0.74597657,-1.555815,1.0649943,0.40431502,2.207549,6.0700665,-0.46387875,-0.44640845,-0.08870053,-2.4615366,-1.9798012,1.1500067,2.911367,-3.7087734,-2.3065393,-2.4809968,-0.72591823,-1.8891472,-0.5508822,-3.2716668,1.3788853,-0.46851307,-2.1629817,-0.12684435,2.2510328,-3.4134827,0.114986375,4.1672363,-1.2888315,1.9842038,-1.3620269,-1.0492779,-1.9217882,-0.3123485,-4.475577,0.3423238,-4.462047,-1.4771897,1.8089558,-0.13942543,-2.301224,3.1267455
1.1463498,0.1474694,1.8177001,2.2550895,6.259695,0.4997925,-4.2116814,1.810516,0.70007354,-2.0740767,1.4991115,0.5108583,4.0157104,6.4021688,-0.19723944,-0.65190303,-0.3640359,-0.30380288,-2.654535,-0.4556233,2.192189,-2.582304,-0.64231545,-1.5968182,-2.0437207,-1.8098398,0.2560856,-1.8292522,1.8819118,-0.83632225,-1.2330396,-0.5437777,2.1548991,-1.7246923,0.60252416,4.281919,0.13300854,1.4601967,-0.63227594,0.4938595,-0.5207249,-0.8166033,-3.011724,0.39733526,-3.2849636,-0.3426074,1.6062653,1.3887675,-0.9884699,1.74895
1.4401119,-3.1089826,1.9675937,2.3748062,5.124743,-0.44580862,-5.4727063,0.29086787,0.20998928,-1.7500101,2.358901,-0.87776864,2.88997,6.1587753,0.037778802,-0.22985958,0.69448704,-0.650898,-1.1441542,-2.3966877,1.8814611,-1.1707819,-0.24961296,-1.5705093,-2.7190557,-1.718846,0.7045989,-1.9609016,1.6874466,-0.50087816,-0.6744891,0.10360781,2.39752,-2.3959122,1.4638014,3.650862,0.4276817,0.6642813,-1.0947524,-0.5428463,0.079740494,0.2582866,-2.2225034,-0.09351287,-1.8567439,-1.3674092,-0.041874632,1.0954864,-0.49020922,0.775484
