	38.787233	-34.262415	47.841708	53.445054	49.175654	4.688461	59.699823	-42.135701	24.611141
	45.187980	-18.558452	59.280724	31.821426	44.624528	25.639848	59.510334	-28.037257	20.996991
	40.388332	-9.413772	49.265387	29.138983	26.177265	27.909128	50.286501	-15.407693	25.896279
	0.683202	-26.149671	18.151953	-10.521143	26.711880	19.173359	24.286778	-32.834679	23.460304
	-8.673296	-13.933315	-14.859857	-7.232433	19.174538	4.915774	-14.686508	-24.561080	1.975614
	-20.198229	-17.141396	32.643124	-26.226842	9.900079	-1.085669	-7.492112	-19.113065	20.405510
	-6.977837	-29.787362	8.486404	-44.211819	3.826263	-19.358644	-44.995004	-23.633976	-5.298870
	27.060883	-0.926891	-27.574731	-6.211863	16.039893	-10.982565	-19.854317	-6.832908	-9.204300
	-8.643766	5.852663	11.472042	-28.880638	-15.074846	-19.171299	-25.581957	-24.327311	3.724568
	-31.308332	46.481110	-32.196198	-20.253856	-34.645136	-31.759307	-52.865027	44.250035	-41.042799
	-31.990661	26.157042	-32.199311	-34.997461	-26.942980	-33.698053	-70.112044	40.188716	-30.072538
	-1.385942	16.118504	-20.435997	-2.521912	-76.140860	-11.110668	-50.249919	41.023460	-18.976898
	-24.314285	33.292206	20.484320	-61.956015	-65.525194	-27.849923	-101.267176	22.020336	3.212739
	-1.028304	-12.213861	47.261692	-75.602563	-31.121822	17.195345	-55.980126	6.841142	23.548142
	29.705042	-17.444502	27.916419	0.774489	-25.049045	27.200771	-27.235061	0.666673	9.974543
	57.244569	-34.378695	16.267607	25.287625	-10.164046	31.885963	37.935800	-3.129616	46.136645
	29.223656	-28.280140	40.883745	24.463803	5.606423	29.881244	55.602879	-15.071523	33.865430
	7.354285	4.586754	0.337792	40.282602	6.151139	14.503405	55.669846	8.129521	2.403165
	25.030714	-8.857388	-6.907330	67.007671	23.983645	22.436462	47.654991	-7.006639	25.167908
	24.488625	21.253084	-12.064156	85.280620	15.405655	17.784739	87.420677	29.050069	-16.756036
	6.114262	0.791166	-5.118609	44.009238	1.162277	41.944326	26.034023	34.760455	-3.433610
	-29.061526	-6.422766	-49.442605	29.152342	-21.960588	11.048383	5.570217	44.037787	-7.965504
	-8.420919	8.413519	-52.742843	46.295379	-11.642033	22.216429	12.613714	46.293295	-33.010178
	4.902210	-11.729041	-10.591832	25.567863	-10.184858	30.787961	2.928936	42.261890	-35.950606
	11.933160	-18.224266	-38.904324	48.239338	-25.095434	14.989267	26.246077	38.135604	-12.448885
	-21.025192	-31.903089	-12.744491	6.811067	-14.371058	22.840305	8.600722	20.092141	-6.177522
	9.216843	-40.554123	-0.595010	16.066556	-7.655810	9.684709	-6.092944	7.911353	-2.853680
	7.081973	-31.273189	-18.484463	25.205435	-0.106805	6.768409	27.086015	27.708050	-24.763583
	25.282772	-4.634113	-16.272310	43.810050	6.817161	42.938660	25.172695	46.682649	-14.296356
	-7.753503	-18.579312	-7.410279	35.404813	30.333746	43.265575	11.544749	25.091791	1.851576
	37.701548	-8.623002	19.113211	24.555956	13.802087	33.398688	13.696635	12.369534	18.248187
	9.526298	-5.332484	-2.705708	27.650019	24.310703	10.784385	25.468851	20.163041	3.508052
	28.372614	-25.163351	-9.881260	-2.164289	1.630047	12.975156	5.959888	3.631852	-9.272777
	24.794971	-11.137865	-14.791857	3.280150	19.808574	10.812846	9.800101	5.846119	-22.855086
	-14.079116	-13.497597	-5.375175	16.224175	12.612837	3.772528	22.131087	4.983880	11.432580
	18.987066	-34.766137	-21.351697	8.950884	19.699332	19.303950	17.064280	4.143369	-5.813881
	25.203675	-46.917427	-28.938878	1.475335	-16.651002	21.465639	-1.661681	-2.539980	-33.667946
	9.885727	-33.860152	-18.690171	6.461240	13.012868	14.210271	38.087479	1.716252	0.841388
	-8.686026	-29.487864	-20.645406	-0.806748	26.377747	24.288773	14.078786	6.410047	-19.158246
	25.372863	-42.415406	-12.084319	4.752673	15.582053	2.352586	25.681500	-27.547020	-38.074651
	33.999786	-42.588139	-27.714176	-4.866342	30.154077	8.962683	11.263298	-18.785105	-28.519321
	5.874919	-15.219773	21.370087	4.023844	42.168159	-0.363531	42.442548	-23.035807	-18.622379
	16.682063	-1.191895	11.031079	16.404173	33.451208	8.874854	16.434954	-29.903596	-5.965848
	13.428138	-2.273248	3.759410	-8.647447	-10.210802	4.376734	2.844689	0.100828	-19.816739
	11.225850	-24.045170	-30.774895	-4.943066	-10.497336	10.024785	-8.257490	-20.754847	-9.543393
	7.734570	-28.045187	22.125535	-34.517252	-3.364445	0.020490	-13.361107	-26.320586	9.042907
	-1.525838	-0.212114	-8.770861	-8.976943	-6.713366	8.598826	-6.730583	-0.682445	27.167077
	-0.918753	20.791709	16.498972	6.357365	-23.327687	6.386405	-21.275311	25.520259	1.895161
	-10.624433	17.496855	10.144254	-21.012883	-41.462914	3.479444	-16.887831	44.865109	-13.738310
	19.500061	7.737467	8.562385	-10.776329	-19.137684	-11.164673	-37.256395	8.749110	-16.871902
	-32.305196	37.044425	-7.852243	2.978003	17.765847	-20.580061	-22.687254	0.042626	-65.900942
	-44.612407	38.840197	-18.332176	14.306228	1.458885	-17.284776	-17.912684	24.830548	-36.871574
	-37.293701	39.817829	-17.068869	-2.842527	3.185486	-23.693210	-1.150340	7.211090	-39.526387
	-20.725946	62.940415	1.258823	16.450552	1.683364	-19.025577	0.830057	9.046518	-14.706862
	10.060841	80.015524	-6.794754	17.413993	-13.031484	-21.878327	24.273889	1.344061	0.798640
	-46.069635	94.216464	1.578674	37.811079	1.393155	6.383369	27.205557	42.985688	-4.408942
	-58.089573	77.023292	5.621093	49.824543	-15.027384	-4.638480	6.588104	14.128196	-20.420229
	0.169820	84.374113	-19.461216	37.594701	21.237363	8.061642	2.909123	14.014487	-13.321785
	-25.285687	87.982375	-8.596088	46.095627	19.943805	-2.213078	26.276582	32.181995	-13.648710
	-27.664963	87.574484	-3.795970	50.325778	17.546988	6.467664	35.276687	23.282508	-45.242676
	1.104600	59.493709	21.601641	28.604526	-9.419158	7.902056	27.164416	13.142882	3.863760
	19.916044	37.119604	10.129333	23.007647	-3.713806	9.014288	9.178648	-3.366396	-4.488454
	-1.609021	41.433535	3.157983	27.176093	12.819579	10.056114	22.528156	4.106981	4.347134
	10.200427	50.417250	0.801392	33.402313	29.779078	-2.344410	14.197292	42.173307	9.211950
	-8.754750	33.249862	-17.442791	9.703976	13.429563	23.172023	22.167576	1.629836	-7.477820
	-22.499233	18.350990	14.074161	2.646166	0.516173	8.745809	20.920857	-3.150878	-5.876514
	-11.915531	13.367178	13.491697	19.209025	-2.064468	-9.354674	16.996855	15.274961	28.108574
	26.715735	13.759502	-9.738435	12.330388	15.702930	-0.890302	18.559822	-38.591725	15.686723
	7.185719	-27.241565	-26.978245	-14.070594	-0.683675	-4.508999	-27.752770	-8.222884	-33.494864
	9.011297	-16.715009	-15.864798	-8.535858	22.784450	-4.087234	3.633047	7.660935	-18.460853
	15.761925	-5.876634	-18.883400	-3.571429	14.223447	-13.796792	3.274305	-5.205928	-11.767150
	21.690135	-11.024408	-2.782012	30.765409	-0.733073	-4.885185	27.291481	7.492818	-19.834531
	33.581989	-6.455942	9.071826	7.803545	1.476119	-7.823499	39.297454	15.569466	-32.087299
	5.176624	25.504835	-5.556958	10.845355	35.151541	5.594285	29.634274	14.008631	-8.438212
