	19.130565	-37.956059	-43.721667	-61.455307	28.025050	-31.169053	10.864245	-30.540979	9.391290
	1.335884	-79.160833	-23.408028	-35.770331	77.940268	-18.065107	0.331536	-29.392024	18.356289
	-13.516733	-51.858073	-13.462394	-26.776570	70.745592	-11.243114	19.861019	-18.531967	12.692490
	-11.723152	-52.897260	-4.022967	-52.688725	80.456824	-24.724874	8.930071	-17.594255	23.873345
	33.525261	-22.816540	13.950021	-18.502367	40.796298	-6.746345	44.729202	-31.550858	47.324653
	34.922289	11.852190	12.711663	35.843927	-20.553302	16.835439	15.385063	-1.967466	55.330231
	51.042962	28.248343	40.504117	56.358007	-42.401262	25.211338	25.428651	-16.564448	35.941618
	72.718492	51.637206	47.636510	88.663984	-65.404795	46.622484	32.291078	15.371107	47.288970
	62.883798	67.317545	52.027391	64.068322	-64.860565	28.569514	41.198719	32.553001	42.190130
	53.838486	41.490114	35.035392	58.193889	-77.615622	48.777614	-4.675391	11.813530	62.774769
	38.875250	53.890364	47.882768	20.460498	-83.268320	49.976251	-10.623069	21.876927	80.525998
	19.218721	40.718585	78.648594	-8.097938	-46.742946	82.590123	-31.252601	26.892016	47.390871
	19.440139	33.265642	66.483943	-13.088248	-34.642266	55.330877	-43.127364	23.079051	75.027511
	48.970433	26.479014	81.209165	-0.713082	-23.945083	65.733910	-8.074900	30.871979	42.371416
	65.144556	13.815087	81.584157	8.150026	-39.212158	90.186402	0.100419	19.379769	65.500531
	81.220643	1.776867	73.007202	-15.931502	-3.314798	43.354996	8.804399	-6.214112	96.195580
	78.494544	19.439799	75.099735	13.145439	44.999748	52.626657	51.118365	-34.059810	119.933535
	79.358682	26.851728	58.118606	29.295293	82.386034	49.960958	73.524609	3.003742	86.369681
	61.352707	26.079819	47.568930	17.830754	53.039530	31.636034	58.423807	-13.297164	65.160937
	-14.543879	42.271994	-31.888787	-10.829082	-22.642694	-5.150969	-7.375448	-13.316785	-26.137058
	57.844874	59.060045	31.770832	39.903341	-69.722305	15.391478	34.028228	9.863871	21.381933
	47.178050	-1.718464	60.354702	31.758092	-39.441777	55.622633	38.369963	11.452122	78.710981
	26.976888	-12.793866	87.067045	16.223230	-50.793595	74.718641	7.466827	-5.334732	97.806781
	22.080652	-14.096761	74.339068	-14.623497	-22.486440	44.963462	-7.852922	8.328553	71.813606
